Date,Year,Month,Month_Name,Quarter,Day,Day_Name,Week
2024-04-09,2024,4,April,2,9,Tuesday,15
2024-04-10,2024,4,April,2,10,Wednesday,15
2024-04-11,2024,4,April,2,11,Thursday,15
2024-04-12,2024,4,April,2,12,Friday,15
2024-04-13,2024,4,April,2,13,Saturday,15
2024-04-14,2024,4,April,2,14,Sunday,15
2024-04-15,2024,4,April,2,15,Monday,16
2024-04-16,2024,4,April,2,16,Tuesday,16
2024-04-17,2024,4,April,2,17,Wednesday,16
2024-04-18,2024,4,April,2,18,Thursday,16
2024-04-19,2024,4,April,2,19,Friday,16
2024-04-20,2024,4,April,2,20,Saturday,16
2024-04-21,2024,4,April,2,21,Sunday,16
2024-04-22,2024,4,April,2,22,Monday,17
2024-04-23,2024,4,April,2,23,Tuesday,17
2024-04-24,2024,4,April,2,24,Wednesday,17
2024-04-25,2024,4,April,2,25,Thursday,17
2024-04-26,2024,4,April,2,26,Friday,17
2024-04-27,2024,4,April,2,27,Saturday,17
2024-04-28,2024,4,April,2,28,Sunday,17
2024-04-29,2024,4,April,2,29,Monday,18
2024-04-30,2024,4,April,2,30,Tuesday,18
2024-05-01,2024,5,May,2,1,Wednesday,18
2024-05-02,2024,5,May,2,2,Thursday,18
2024-05-03,2024,5,May,2,3,Friday,18
2024-05-04,2024,5,May,2,4,Saturday,18
2024-05-05,2024,5,May,2,5,Sunday,18
2024-05-06,2024,5,May,2,6,Monday,19
2024-05-07,2024,5,May,2,7,Tuesday,19
2024-05-08,2024,5,May,2,8,Wednesday,19
2024-05-09,2024,5,May,2,9,Thursday,19
2024-05-10,2024,5,May,2,10,Friday,19
2024-05-11,2024,5,May,2,11,Saturday,19
2024-05-12,2024,5,May,2,12,Sunday,19
2024-05-13,2024,5,May,2,13,Monday,20
2024-05-14,2024,5,May,2,14,Tuesday,20
2024-05-15,2024,5,May,2,15,Wednesday,20
2024-05-16,2024,5,May,2,16,Thursday,20
2024-05-17,2024,5,May,2,17,Friday,20
2024-05-18,2024,5,May,2,18,Saturday,20
2024-05-19,2024,5,May,2,19,Sunday,20
2024-05-20,2024,5,May,2,20,Monday,21
2024-05-21,2024,5,May,2,21,Tuesday,21
2024-05-22,2024,5,May,2,22,Wednesday,21
2024-05-23,2024,5,May,2,23,Thursday,21
2024-05-24,2024,5,May,2,24,Friday,21
2024-05-25,2024,5,May,2,25,Saturday,21
2024-05-26,2024,5,May,2,26,Sunday,21
2024-05-27,2024,5,May,2,27,Monday,22
2024-05-28,2024,5,May,2,28,Tuesday,22
2024-05-29,2024,5,May,2,29,Wednesday,22
2024-05-30,2024,5,May,2,30,Thursday,22
2024-05-31,2024,5,May,2,31,Friday,22
2024-06-01,2024,6,June,2,1,Saturday,22
2024-06-02,2024,6,June,2,2,Sunday,22
2024-06-03,2024,6,June,2,3,Monday,23
2024-06-04,2024,6,June,2,4,Tuesday,23
2024-06-05,2024,6,June,2,5,Wednesday,23
2024-06-06,2024,6,June,2,6,Thursday,23
2024-06-07,2024,6,June,2,7,Friday,23
2024-06-08,2024,6,June,2,8,Saturday,23
2024-06-09,2024,6,June,2,9,Sunday,23
2024-06-10,2024,6,June,2,10,Monday,24
2024-06-11,2024,6,June,2,11,Tuesday,24
2024-06-12,2024,6,June,2,12,Wednesday,24
2024-06-13,2024,6,June,2,13,Thursday,24
2024-06-14,2024,6,June,2,14,Friday,24
2024-06-15,2024,6,June,2,15,Saturday,24
2024-06-16,2024,6,June,2,16,Sunday,24
2024-06-17,2024,6,June,2,17,Monday,25
2024-06-18,2024,6,June,2,18,Tuesday,25
2024-06-19,2024,6,June,2,19,Wednesday,25
2024-06-20,2024,6,June,2,20,Thursday,25
2024-06-21,2024,6,June,2,21,Friday,25
2024-06-22,2024,6,June,2,22,Saturday,25
2024-06-23,2024,6,June,2,23,Sunday,25
2024-06-24,2024,6,June,2,24,Monday,26
2024-06-25,2024,6,June,2,25,Tuesday,26
2024-06-26,2024,6,June,2,26,Wednesday,26
2024-06-27,2024,6,June,2,27,Thursday,26
2024-06-28,2024,6,June,2,28,Friday,26
2024-06-29,2024,6,June,2,29,Saturday,26
2024-06-30,2024,6,June,2,30,Sunday,26
2024-07-01,2024,7,July,3,1,Monday,27
2024-07-02,2024,7,July,3,2,Tuesday,27
2024-07-03,2024,7,July,3,3,Wednesday,27
2024-07-04,2024,7,July,3,4,Thursday,27
2024-07-05,2024,7,July,3,5,Friday,27
2024-07-06,2024,7,July,3,6,Saturday,27
2024-07-07,2024,7,July,3,7,Sunday,27
2024-07-08,2024,7,July,3,8,Monday,28
2024-07-09,2024,7,July,3,9,Tuesday,28
2024-07-10,2024,7,July,3,10,Wednesday,28
2024-07-11,2024,7,July,3,11,Thursday,28
2024-07-12,2024,7,July,3,12,Friday,28
2024-07-13,2024,7,July,3,13,Saturday,28
2024-07-14,2024,7,July,3,14,Sunday,28
2024-07-15,2024,7,July,3,15,Monday,29
2024-07-16,2024,7,July,3,16,Tuesday,29
2024-07-17,2024,7,July,3,17,Wednesday,29
2024-07-18,2024,7,July,3,18,Thursday,29
2024-07-19,2024,7,July,3,19,Friday,29
2024-07-20,2024,7,July,3,20,Saturday,29
2024-07-21,2024,7,July,3,21,Sunday,29
2024-07-22,2024,7,July,3,22,Monday,30
2024-07-23,2024,7,July,3,23,Tuesday,30
2024-07-24,2024,7,July,3,24,Wednesday,30
2024-07-25,2024,7,July,3,25,Thursday,30
2024-07-26,2024,7,July,3,26,Friday,30
2024-07-27,2024,7,July,3,27,Saturday,30
2024-07-28,2024,7,July,3,28,Sunday,30
2024-07-29,2024,7,July,3,29,Monday,31
2024-07-30,2024,7,July,3,30,Tuesday,31
2024-07-31,2024,7,July,3,31,Wednesday,31
2024-08-01,2024,8,August,3,1,Thursday,31
2024-08-02,2024,8,August,3,2,Friday,31
2024-08-03,2024,8,August,3,3,Saturday,31
2024-08-04,2024,8,August,3,4,Sunday,31
2024-08-05,2024,8,August,3,5,Monday,32
2024-08-06,2024,8,August,3,6,Tuesday,32
2024-08-07,2024,8,August,3,7,Wednesday,32
2024-08-08,2024,8,August,3,8,Thursday,32
2024-08-09,2024,8,August,3,9,Friday,32
2024-08-10,2024,8,August,3,10,Saturday,32
2024-08-11,2024,8,August,3,11,Sunday,32
2024-08-12,2024,8,August,3,12,Monday,33
2024-08-13,2024,8,August,3,13,Tuesday,33
2024-08-14,2024,8,August,3,14,Wednesday,33
2024-08-15,2024,8,August,3,15,Thursday,33
2024-08-16,2024,8,August,3,16,Friday,33
2024-08-17,2024,8,August,3,17,Saturday,33
2024-08-18,2024,8,August,3,18,Sunday,33
2024-08-19,2024,8,August,3,19,Monday,34
2024-08-20,2024,8,August,3,20,Tuesday,34
2024-08-21,2024,8,August,3,21,Wednesday,34
2024-08-22,2024,8,August,3,22,Thursday,34
2024-08-23,2024,8,August,3,23,Friday,34
2024-08-24,2024,8,August,3,24,Saturday,34
2024-08-25,2024,8,August,3,25,Sunday,34
2024-08-26,2024,8,August,3,26,Monday,35
2024-08-27,2024,8,August,3,27,Tuesday,35
2024-08-28,2024,8,August,3,28,Wednesday,35
2024-08-29,2024,8,August,3,29,Thursday,35
2024-08-30,2024,8,August,3,30,Friday,35
2024-08-31,2024,8,August,3,31,Saturday,35
2024-09-01,2024,9,September,3,1,Sunday,35
2024-09-02,2024,9,September,3,2,Monday,36
2024-09-03,2024,9,September,3,3,Tuesday,36
2024-09-04,2024,9,September,3,4,Wednesday,36
2024-09-05,2024,9,September,3,5,Thursday,36
2024-09-06,2024,9,September,3,6,Friday,36
2024-09-07,2024,9,September,3,7,Saturday,36
2024-09-08,2024,9,September,3,8,Sunday,36
2024-09-09,2024,9,September,3,9,Monday,37
2024-09-10,2024,9,September,3,10,Tuesday,37
2024-09-11,2024,9,September,3,11,Wednesday,37
2024-09-12,2024,9,September,3,12,Thursday,37
2024-09-13,2024,9,September,3,13,Friday,37
2024-09-14,2024,9,September,3,14,Saturday,37
2024-09-15,2024,9,September,3,15,Sunday,37
2024-09-16,2024,9,September,3,16,Monday,38
2024-09-17,2024,9,September,3,17,Tuesday,38
2024-09-18,2024,9,September,3,18,Wednesday,38
2024-09-19,2024,9,September,3,19,Thursday,38
2024-09-20,2024,9,September,3,20,Friday,38
2024-09-21,2024,9,September,3,21,Saturday,38
2024-09-22,2024,9,September,3,22,Sunday,38
2024-09-23,2024,9,September,3,23,Monday,39
2024-09-24,2024,9,September,3,24,Tuesday,39
2024-09-25,2024,9,September,3,25,Wednesday,39
2024-09-26,2024,9,September,3,26,Thursday,39
2024-09-27,2024,9,September,3,27,Friday,39
2024-09-28,2024,9,September,3,28,Saturday,39
2024-09-29,2024,9,September,3,29,Sunday,39
2024-09-30,2024,9,September,3,30,Monday,40
2024-10-01,2024,10,October,4,1,Tuesday,40
2024-10-02,2024,10,October,4,2,Wednesday,40
2024-10-03,2024,10,October,4,3,Thursday,40
2024-10-04,2024,10,October,4,4,Friday,40
2024-10-05,2024,10,October,4,5,Saturday,40
2024-10-06,2024,10,October,4,6,Sunday,40
2024-10-07,2024,10,October,4,7,Monday,41
2024-10-08,2024,10,October,4,8,Tuesday,41
2024-10-09,2024,10,October,4,9,Wednesday,41
2024-10-10,2024,10,October,4,10,Thursday,41
2024-10-11,2024,10,October,4,11,Friday,41
2024-10-12,2024,10,October,4,12,Saturday,41
2024-10-13,2024,10,October,4,13,Sunday,41
2024-10-14,2024,10,October,4,14,Monday,42
2024-10-15,2024,10,October,4,15,Tuesday,42
2024-10-16,2024,10,October,4,16,Wednesday,42
2024-10-17,2024,10,October,4,17,Thursday,42
2024-10-18,2024,10,October,4,18,Friday,42
2024-10-19,2024,10,October,4,19,Saturday,42
2024-10-20,2024,10,October,4,20,Sunday,42
2024-10-21,2024,10,October,4,21,Monday,43
2024-10-22,2024,10,October,4,22,Tuesday,43
2024-10-23,2024,10,October,4,23,Wednesday,43
2024-10-24,2024,10,October,4,24,Thursday,43
2024-10-25,2024,10,October,4,25,Friday,43
2024-10-26,2024,10,October,4,26,Saturday,43
2024-10-27,2024,10,October,4,27,Sunday,43
2024-10-28,2024,10,October,4,28,Monday,44
2024-10-29,2024,10,October,4,29,Tuesday,44
2024-10-30,2024,10,October,4,30,Wednesday,44
2024-10-31,2024,10,October,4,31,Thursday,44
2024-11-01,2024,11,November,4,1,Friday,44
2024-11-02,2024,11,November,4,2,Saturday,44
2024-11-03,2024,11,November,4,3,Sunday,44
2024-11-04,2024,11,November,4,4,Monday,45
2024-11-05,2024,11,November,4,5,Tuesday,45
2024-11-06,2024,11,November,4,6,Wednesday,45
2024-11-07,2024,11,November,4,7,Thursday,45
2024-11-08,2024,11,November,4,8,Friday,45
2024-11-09,2024,11,November,4,9,Saturday,45
2024-11-10,2024,11,November,4,10,Sunday,45
2024-11-11,2024,11,November,4,11,Monday,46
2024-11-12,2024,11,November,4,12,Tuesday,46
2024-11-13,2024,11,November,4,13,Wednesday,46
2024-11-14,2024,11,November,4,14,Thursday,46
2024-11-15,2024,11,November,4,15,Friday,46
2024-11-16,2024,11,November,4,16,Saturday,46
2024-11-17,2024,11,November,4,17,Sunday,46
2024-11-18,2024,11,November,4,18,Monday,47
2024-11-19,2024,11,November,4,19,Tuesday,47
2024-11-20,2024,11,November,4,20,Wednesday,47
2024-11-21,2024,11,November,4,21,Thursday,47
2024-11-22,2024,11,November,4,22,Friday,47
2024-11-23,2024,11,November,4,23,Saturday,47
2024-11-24,2024,11,November,4,24,Sunday,47
2024-11-25,2024,11,November,4,25,Monday,48
2024-11-26,2024,11,November,4,26,Tuesday,48
2024-11-27,2024,11,November,4,27,Wednesday,48
2024-11-28,2024,11,November,4,28,Thursday,48
2024-11-29,2024,11,November,4,29,Friday,48
2024-11-30,2024,11,November,4,30,Saturday,48
2024-12-01,2024,12,December,4,1,Sunday,48
2024-12-02,2024,12,December,4,2,Monday,49
2024-12-03,2024,12,December,4,3,Tuesday,49
2024-12-04,2024,12,December,4,4,Wednesday,49
2024-12-05,2024,12,December,4,5,Thursday,49
2024-12-06,2024,12,December,4,6,Friday,49
2024-12-07,2024,12,December,4,7,Saturday,49
2024-12-08,2024,12,December,4,8,Sunday,49
2024-12-09,2024,12,December,4,9,Monday,50
2024-12-10,2024,12,December,4,10,Tuesday,50
2024-12-11,2024,12,December,4,11,Wednesday,50
2024-12-12,2024,12,December,4,12,Thursday,50
2024-12-13,2024,12,December,4,13,Friday,50
2024-12-14,2024,12,December,4,14,Saturday,50
2024-12-15,2024,12,December,4,15,Sunday,50
2024-12-16,2024,12,December,4,16,Monday,51
2024-12-17,2024,12,December,4,17,Tuesday,51
2024-12-18,2024,12,December,4,18,Wednesday,51
2024-12-19,2024,12,December,4,19,Thursday,51
2024-12-20,2024,12,December,4,20,Friday,51
2024-12-21,2024,12,December,4,21,Saturday,51
2024-12-22,2024,12,December,4,22,Sunday,51
2024-12-23,2024,12,December,4,23,Monday,52
2024-12-24,2024,12,December,4,24,Tuesday,52
2024-12-25,2024,12,December,4,25,Wednesday,52
2024-12-26,2024,12,December,4,26,Thursday,52
2024-12-27,2024,12,December,4,27,Friday,52
2024-12-28,2024,12,December,4,28,Saturday,52
2024-12-29,2024,12,December,4,29,Sunday,52
2024-12-30,2024,12,December,4,30,Monday,1
2024-12-31,2024,12,December,4,31,Tuesday,1
2025-01-01,2025,1,January,1,1,Wednesday,1
2025-01-02,2025,1,January,1,2,Thursday,1
2025-01-03,2025,1,January,1,3,Friday,1
2025-01-04,2025,1,January,1,4,Saturday,1
2025-01-05,2025,1,January,1,5,Sunday,1
2025-01-06,2025,1,January,1,6,Monday,2
2025-01-07,2025,1,January,1,7,Tuesday,2
2025-01-08,2025,1,January,1,8,Wednesday,2
2025-01-09,2025,1,January,1,9,Thursday,2
2025-01-10,2025,1,January,1,10,Friday,2
2025-01-11,2025,1,January,1,11,Saturday,2
2025-01-12,2025,1,January,1,12,Sunday,2
2025-01-13,2025,1,January,1,13,Monday,3
2025-01-14,2025,1,January,1,14,Tuesday,3
2025-01-15,2025,1,January,1,15,Wednesday,3
2025-01-16,2025,1,January,1,16,Thursday,3
2025-01-17,2025,1,January,1,17,Friday,3
2025-01-18,2025,1,January,1,18,Saturday,3
2025-01-19,2025,1,January,1,19,Sunday,3
2025-01-20,2025,1,January,1,20,Monday,4
2025-01-21,2025,1,January,1,21,Tuesday,4
2025-01-22,2025,1,January,1,22,Wednesday,4
2025-01-23,2025,1,January,1,23,Thursday,4
2025-01-24,2025,1,January,1,24,Friday,4
2025-01-25,2025,1,January,1,25,Saturday,4
2025-01-26,2025,1,January,1,26,Sunday,4
2025-01-27,2025,1,January,1,27,Monday,5
2025-01-28,2025,1,January,1,28,Tuesday,5
2025-01-29,2025,1,January,1,29,Wednesday,5
2025-01-30,2025,1,January,1,30,Thursday,5
2025-01-31,2025,1,January,1,31,Friday,5
2025-02-01,2025,2,February,1,1,Saturday,5
2025-02-02,2025,2,February,1,2,Sunday,5
2025-02-03,2025,2,February,1,3,Monday,6
2025-02-04,2025,2,February,1,4,Tuesday,6
2025-02-05,2025,2,February,1,5,Wednesday,6
2025-02-06,2025,2,February,1,6,Thursday,6
2025-02-07,2025,2,February,1,7,Friday,6
2025-02-08,2025,2,February,1,8,Saturday,6
2025-02-09,2025,2,February,1,9,Sunday,6
2025-02-10,2025,2,February,1,10,Monday,7
2025-02-11,2025,2,February,1,11,Tuesday,7
2025-02-12,2025,2,February,1,12,Wednesday,7
2025-02-13,2025,2,February,1,13,Thursday,7
2025-02-14,2025,2,February,1,14,Friday,7
2025-02-15,2025,2,February,1,15,Saturday,7
2025-02-16,2025,2,February,1,16,Sunday,7
2025-02-17,2025,2,February,1,17,Monday,8
2025-02-18,2025,2,February,1,18,Tuesday,8
2025-02-19,2025,2,February,1,19,Wednesday,8
2025-02-20,2025,2,February,1,20,Thursday,8
2025-02-21,2025,2,February,1,21,Friday,8
2025-02-22,2025,2,February,1,22,Saturday,8
2025-02-23,2025,2,February,1,23,Sunday,8
2025-02-24,2025,2,February,1,24,Monday,9
2025-02-25,2025,2,February,1,25,Tuesday,9
2025-02-26,2025,2,February,1,26,Wednesday,9
2025-02-27,2025,2,February,1,27,Thursday,9
2025-02-28,2025,2,February,1,28,Friday,9
2025-03-01,2025,3,March,1,1,Saturday,9
2025-03-02,2025,3,March,1,2,Sunday,9
2025-03-03,2025,3,March,1,3,Monday,10
2025-03-04,2025,3,March,1,4,Tuesday,10
2025-03-05,2025,3,March,1,5,Wednesday,10
2025-03-06,2025,3,March,1,6,Thursday,10
2025-03-07,2025,3,March,1,7,Friday,10
2025-03-08,2025,3,March,1,8,Saturday,10
2025-03-09,2025,3,March,1,9,Sunday,10
2025-03-10,2025,3,March,1,10,Monday,11
2025-03-11,2025,3,March,1,11,Tuesday,11
2025-03-12,2025,3,March,1,12,Wednesday,11
2025-03-13,2025,3,March,1,13,Thursday,11
2025-03-14,2025,3,March,1,14,Friday,11
2025-03-15,2025,3,March,1,15,Saturday,11
2025-03-16,2025,3,March,1,16,Sunday,11
2025-03-17,2025,3,March,1,17,Monday,12
2025-03-18,2025,3,March,1,18,Tuesday,12
2025-03-19,2025,3,March,1,19,Wednesday,12
2025-03-20,2025,3,March,1,20,Thursday,12
2025-03-21,2025,3,March,1,21,Friday,12
2025-03-22,2025,3,March,1,22,Saturday,12
2025-03-23,2025,3,March,1,23,Sunday,12
2025-03-24,2025,3,March,1,24,Monday,13
2025-03-25,2025,3,March,1,25,Tuesday,13
2025-03-26,2025,3,March,1,26,Wednesday,13
2025-03-27,2025,3,March,1,27,Thursday,13
2025-03-28,2025,3,March,1,28,Friday,13
2025-03-29,2025,3,March,1,29,Saturday,13
2025-03-30,2025,3,March,1,30,Sunday,13
2025-03-31,2025,3,March,1,31,Monday,14
2025-04-01,2025,4,April,2,1,Tuesday,14
2025-04-02,2025,4,April,2,2,Wednesday,14
2025-04-03,2025,4,April,2,3,Thursday,14
2025-04-04,2025,4,April,2,4,Friday,14
2025-04-05,2025,4,April,2,5,Saturday,14
2025-04-06,2025,4,April,2,6,Sunday,14
2025-04-07,2025,4,April,2,7,Monday,15
2025-04-08,2025,4,April,2,8,Tuesday,15
2025-04-09,2025,4,April,2,9,Wednesday,15
2025-04-10,2025,4,April,2,10,Thursday,15
2025-04-11,2025,4,April,2,11,Friday,15
2025-04-12,2025,4,April,2,12,Saturday,15
2025-04-13,2025,4,April,2,13,Sunday,15
2025-04-14,2025,4,April,2,14,Monday,16
2025-04-15,2025,4,April,2,15,Tuesday,16
2025-04-16,2025,4,April,2,16,Wednesday,16
2025-04-17,2025,4,April,2,17,Thursday,16
2025-04-18,2025,4,April,2,18,Friday,16
2025-04-19,2025,4,April,2,19,Saturday,16
2025-04-20,2025,4,April,2,20,Sunday,16
2025-04-21,2025,4,April,2,21,Monday,17
2025-04-22,2025,4,April,2,22,Tuesday,17
2025-04-23,2025,4,April,2,23,Wednesday,17
2025-04-24,2025,4,April,2,24,Thursday,17
2025-04-25,2025,4,April,2,25,Friday,17
2025-04-26,2025,4,April,2,26,Saturday,17
2025-04-27,2025,4,April,2,27,Sunday,17
2025-04-28,2025,4,April,2,28,Monday,18
2025-04-29,2025,4,April,2,29,Tuesday,18
2025-04-30,2025,4,April,2,30,Wednesday,18
2025-05-01,2025,5,May,2,1,Thursday,18
2025-05-02,2025,5,May,2,2,Friday,18
2025-05-03,2025,5,May,2,3,Saturday,18
2025-05-04,2025,5,May,2,4,Sunday,18
2025-05-05,2025,5,May,2,5,Monday,19
2025-05-06,2025,5,May,2,6,Tuesday,19
2025-05-07,2025,5,May,2,7,Wednesday,19
2025-05-08,2025,5,May,2,8,Thursday,19
2025-05-09,2025,5,May,2,9,Friday,19
2025-05-10,2025,5,May,2,10,Saturday,19
2025-05-11,2025,5,May,2,11,Sunday,19
2025-05-12,2025,5,May,2,12,Monday,20
2025-05-13,2025,5,May,2,13,Tuesday,20
2025-05-14,2025,5,May,2,14,Wednesday,20
2025-05-15,2025,5,May,2,15,Thursday,20
2025-05-16,2025,5,May,2,16,Friday,20
2025-05-17,2025,5,May,2,17,Saturday,20
2025-05-18,2025,5,May,2,18,Sunday,20
2025-05-19,2025,5,May,2,19,Monday,21
2025-05-20,2025,5,May,2,20,Tuesday,21
2025-05-21,2025,5,May,2,21,Wednesday,21
2025-05-22,2025,5,May,2,22,Thursday,21
2025-05-23,2025,5,May,2,23,Friday,21
2025-05-24,2025,5,May,2,24,Saturday,21
2025-05-25,2025,5,May,2,25,Sunday,21
2025-05-26,2025,5,May,2,26,Monday,22
2025-05-27,2025,5,May,2,27,Tuesday,22
2025-05-28,2025,5,May,2,28,Wednesday,22
2025-05-29,2025,5,May,2,29,Thursday,22
2025-05-30,2025,5,May,2,30,Friday,22
2025-05-31,2025,5,May,2,31,Saturday,22
